,location_id,date,monthly_avg_temp
0,0,2023-01-31,-5.457795698924731
1,0,2023-02-28,-4.892410714285714
2,0,2023-03-31,0.651747311827957
3,0,2023-04-30,9.729583333333334
4,0,2023-05-31,13.19758064516129
5,0,2023-06-30,17.157222222222224
6,0,2023-07-31,18.92217741935484
7,0,2023-08-31,20.003360215053764
8,0,2023-09-30,15.086805555555555
9,0,2023-10-31,5.358064516129033
10,0,2023-11-30,0.22486111111111112
11,0,2023-12-31,-5.133870967741935
12,1,2023-01-31,-2.102284946236559
13,1,2023-02-28,-2.606845238095238
14,1,2023-03-31,0.09959677419354838
15,1,2023-04-30,7.117222222222222
16,1,2023-05-31,12.9875
17,1,2023-06-30,18.314305555555556
18,1,2023-07-31,18.91733870967742
19,1,2023-08-31,20.327016129032256
20,1,2023-09-30,16.843055555555555
21,1,2023-10-31,5.215322580645161
22,1,2023-11-30,0.34750000000000003
23,1,2023-12-31,-3.744489247311828
24,2,2023-01-31,-9.503763440860215
25,2,2023-02-28,-6.813690476190477
26,2,2023-03-31,0.7584677419354838
27,2,2023-04-30,9.465694444444445
28,2,2023-05-31,14.29489247311828
29,2,2023-06-30,15.980555555555556
30,2,2023-07-31,19.421236559139786
31,2,2023-08-31,19.625
32,2,2023-09-30,14.634027777777778
33,2,2023-10-31,4.7895161290322585
34,2,2023-11-30,-0.2763888888888889
35,2,2023-12-31,-7.658198924731183
36,3,2023-01-31,-12.096370967741937
37,3,2023-02-28,-8.065625
38,3,2023-03-31,1.3172043010752688
39,3,2023-04-30,10.27763888888889
40,3,2023-05-31,16.586021505376344
41,3,2023-06-30,17.146527777777777
42,3,2023-07-31,22.38978494623656
43,3,2023-08-31,20.54045698924731
44,3,2023-09-30,15.451527777777779
45,3,2023-10-31,5.879032258064516
46,3,2023-11-30,-0.009166666666666684
47,3,2023-12-31,-9.101209677419355
48,4,2023-01-31,-14.779569892473118
49,4,2023-02-28,-9.698958333333334
50,4,2023-03-31,0.2618279569892473
51,4,2023-04-30,9.206111111111111
52,4,2023-05-31,17.079166666666666
53,4,2023-06-30,17.444444444444443
54,4,2023-07-31,22.569220430107528
55,4,2023-08-31,19.063844086021504
56,4,2023-09-30,14.07
57,4,2023-10-31,5.613575268817204
58,4,2023-11-30,0.6366666666666667
59,4,2023-12-31,-10.936424731182795
60,5,2023-01-31,-13.266666666666666
61,5,2023-02-28,-14.421130952380953
62,5,2023-03-31,-2.6682795698924733
63,5,2023-04-30,1.558472222222222
64,5,2023-05-31,12.220833333333333
65,5,2023-06-30,19.51138888888889
66,5,2023-07-31,22.31505376344086
67,5,2023-08-31,18.536290322580644
68,5,2023-09-30,12.105
69,5,2023-10-31,5.456317204301075
70,5,2023-11-30,-2.6461111111111113
71,5,2023-12-31,-14.472983870967742
72,6,2023-01-31,-13.656586021505376
73,6,2023-02-28,-7.8568452380952385
74,6,2023-03-31,1.3665322580645163
75,6,2023-04-30,6.990833333333333
76,6,2023-05-31,13.424327956989249
77,6,2023-06-30,18.166527777777777
78,6,2023-07-31,22.203360215053763
79,6,2023-08-31,22.73763440860215
80,6,2023-09-30,18.84875
81,6,2023-10-31,10.961155913978494
82,6,2023-11-30,-0.9938888888888889
83,6,2023-12-31,-9.455510752688172
